#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','DDEAA0','JS1a','ZS-GCP','BAT','Y','Y'
'F','DDEAA2','PIK 20E','D-KCBB','BB','Y','Y'
'F','DDEAA3','ASH-25','OE5432','OE','Y','Y'
'F','DDEAA5','DG-800','HB-2340','FK','N','Y'
'F','DDEAA6','Arcus M','D-KJRR','11','Y','Y'
'F','DDEAAA','Arcus M','SE-UYA','','N','Y'
'F','DDEAAB','ASH-31 Mi','D-KSFT','FT','Y','Y'
'F','DDEAAD','LS-8 18','HB-3312','FF','Y','Y'
'F','DDEAAE','DG-808 B','D-KBCU','CU','N','Y'
'F','DDEAAF','Discus 2cT','D-KHMN','11','Y','Y'
'F','DDEAB0','LAK 17 B-FES','D-KYTE','TE','Y','Y'
'F','DDEAB2','Ventus 2cxT','D-KLUT','8S','N','Y'
'F','DDEAB3','ASH-31 Mi','D-KGMI','13','N','Y'
'F','DDEAB6','ASH-26 E','D-KGHA','JV','N','Y'
'F','DDEAB7','Discus 2cT','D-KFCN','CN','Y','Y'
'F','DDEAB8','ASW27 b','D-2734','EM','Y','Y'
'F','DDEABF','Quintus','D-KQCD','CD','Y','Y'
'F','DDEAC0','Ventus 2cxM','D-KWGW','GW','N','Y'
'F','DDEAC6','Arcus M','D-KREW','63','Y','Y'
'F','DDEACD','LS-8 18','D-6907','4P','Y','Y'
'F','DDEAD0','Nimbus 4DM','D-KZOB','PF','Y','Y'
'F','DDEAD4','Arcus M','D-KARX','2M','N','Y'
'F','DDEAD7','DG1001S','D-5569','CR','Y','Y'
'F','DDEAD9','ASW27','G-CKDN','15C','Y','Y'
'F','DDEADB','LS1-f','D-3131','9B','Y','Y'
'F','DDEAE1','Arcus M','D-KHRD','IT','Y','Y'
'F','DDEAE2','DG-800 B','D-KJAN','MK','N','Y'
'F','DDEAE7','ASH-26 E','D-KAFZ','MH','Y','Y'
'F','DDEAEA','Taurus','F-JTNL','NL','Y','Y'
'F','DDEAEB','LS-6','G-DFBE','S6','N','Y'
'F','DDEAEC','Discus 2','D-4407','CA','Y','Y'
'F','DDEAF4','Antares 20 E','HB-2429','DC1','N','Y'
'F','DDEAFB','ASW-20CLj','PH-737','KP','Y','Y'
'F','DDEAFE','Discus b','OK-2405','JAV','Y','Y'
'F','DDEAFF','ASH-31 Mi','G-CLJZ','LJZ','Y','Y'
'F','DDEB01','ASK-21','S5-7504','43','Y','Y'
'F','DDEB03','DG-808 C','D-KWCB','7P','Y','Y'
'F','DDEB05','VENTUS 2CX','D-8054','V2','Y','Y'
'F','DDEB0A','Arcus E','D-5909','ISV','Y','Y'
'F','DDEB0D','LS-8 neo','D-4444','S2','Y','Y'
'F','DDEB10','LS-4','OE-5338','80','Y','Y'
'F','DDEB13','HPH 304S Shark','DKHJH','JH','Y','Y'
'F','DDEB18','DG-800','HB-2327','7','N','Y'
'F','DDEB19','SILENT2E','IC709','SL','N','Y'
'F','DDEB1B','Arcus M','D-KSEG','EG','Y','Y'
'F','DDEB1D','LS-6 18','D-8212','5C','Y','Y'
'F','DDEB1F','Discus 2','D-6790','BW3','Y','Y'
'F','DDEB20','Duo Discus','G-CJJP','494','Y','Y'
'F','DDEB28','ASH 25e','D-KAKO','PKO','Y','Y'
'F','DDEB29','ASH-26 E','G-ZZAJ','AJ','Y','Y'
'F','DDEB2A','As33Es','D-KTJL','JL','Y','Y'
'F','DDEB2B','ASH-31 Mi','D-KWMB','WMB','Y','Y'
'F','DDEB2D','JS1C','ZS GAX','PN','Y','Y'
'F','DDEB32','Std. Cirrus','OK-2957','SR','Y','Y'
'F','DDEB33','Ventus 2CM','D-KLUX','FF','Y','Y'
'F','DDEB34','Taurus','PU-PVL','VL','N','Y'
'F','DDEB37','LAK17B FES','G-LFES','L17','Y','Y'
'F','DDEB3B','JS-1 Revelation','ZS-GDS','GDS','N','Y'
'F','DDEB3D','Ventus 2cxM','D-KGPW','GP','Y','Y'
'F','DDEB40','ASH-25 EB 28','HB-2510','IP','N','Y'
'F','DDEB43','Duo Discus t','D-KPMM','MM','Y','Y'
'F','DDEB45','V2cM','KKII','','N','Y'
'F','DDEB49','Duo Discus xlt','D-KWEI','W29','Y','Y'
'F','DDEB4D','Arcus T','D-KVKV','2AS','N','Y'
'F','DDEB4E','ASH-31 Mi','D-KJCL','V7','N','Y'
'F','DDEB52','ASG29','D-9068','LEO','Y','Y'
'F','DDEB54','Nimbus 4','PH-1515','15','Y','Y'
'F','DDEB56','Antares 23 E','D-KKHL','HL','Y','Y'
'F','DDEB5B','Discus 2Ct','D-KKHA','HA','Y','Y'
'F','DDEB5C','Schuster','D-KFSC','FS','Y','Y'
'F','DDEB5D','JS-1 Revelation','ZU-SXA','S','Y','Y'
'F','DDEB64','JS-1 Revelation','VH-ZSL','Z5','N','Y'
'F','DDEB67','DG-800','PH-1169','TT','N','Y'
'F','DDEB6A','Ventus 2cxT','D-KQCB','FG','N','Y'
'F','DDEB6D','ASH-26 E','D-0000','HB','N','Y'
'F','DDEB73','LS-8','D-2365','ALV','Y','Y'
'F','DDEB74','LS-8','HB-3318','XL','N','Y'
'F','DDEB79','EB 28','D-KEWK','WK','Y','Y'
'F','DDEB7A','Taurus','OKSUQ51','JK','Y','Y'
'F','DDEB7B','ASG-29','F-CMFA','BW','N','Y'
'F','DDEB7D','ASW24 WL','D-6488','EH','Y','Y'
'F','DDEB7F','Arcus M','D-KFMW','2W','Y','Y'
'F','DDEB80','JS1C','XS-GEH','EI','Y','Y'
'F','DDEB83','Ventus c','OK-3833','W','N','Y'
'F','DDEB85','Arcus M','D-KWLF','WLF','N','Y'
'F','DDEB87','DG400','D-KFFA','FA','Y','Y'
'F','DDEB89','DG-808 B','D-KKDS','DS','N','Y'
'F','DDEB8A','Ventus 2cxM','D-KGBL','LV','Y','Y'
'F','DDEB8B','Kestrel','D-3554','FX','Y','Y'
'F','DDEB95','Taurus','D-MDGI','CP','Y','Y'
'F','DDEB9A','Duo Discus XLT','D-KFBR','BR','Y','Y'
'F','DDEB9B','DG-400','HB-2167','RF','N','Y'
'F','DDEBA1','DG 808 B','D-KKHS','AC','Y','Y'
'F','DDEBA4','LS-4','D-8095','M6','Y','Y'
'F','DDEBAE','Duo Discus xlt','D-KXGT','GT2','Y','Y'
'F','DDEBAF','Pegase','F-CGFF','FF','Y','Y'
'F','DDEBB4','DG-400','VH-HDE','DE','Y','Y'
'F','DDEBB7','Discus','D-9725','GL','Y','Y'
'F','DDEBB8','ASW-28 18','D-8527','E4','Y','Y'
'F','DDEBBC','DG-303','D-1243','OL','Y','Y'
'F','DDEBBE','Ventus 2cxa','D-9663','LX','Y','Y'
'F','DDEBC1','ASW28-18E','G-CLFZ','X44','Y','Y'
'F','DDEBC3','Discus 2cT','DKLKS','Z4','Y','Y'
'F','DDEBC6','DG-400','D-KOBI','U9','Y','Y'
'F','DDEBCB','DG 1001T','D-KSDG','BW5','Y','Y'
'F','DDEBCE','ASG 29es','G-XLII','KM','Y','Y'
'F','DDEBD0','HPH 304S Shark','D-KJPC','PC','Y','Y'
'F','DDEBD2','Nimbus 4DT','F-CFUS','US','N','Y'
'F','DDEBDA','Discus','F-CMAS','BG','Y','Y'
'F','DDEBDC','Glasflugel 304','OK-9304','Jou','Y','Y'
'F','DDEBDE','Arcus T','G-CHTL','38','N','Y'
'F','DDEBDF','Ventus c','OK-6666','AD','Y','Y'
'F','DDEBE3','ASW-27','OK-9178','3W','Y','Y'
'F','DDEBEA','ASG-29E','OK-9922','NX','Y','Y'
'F','DDEBEB','LS-6 18','G-CKBC','98','Y','Y'
'F','DDEBEC','ASH-25','HB-2172','KW','Y','Y'
'F','DDEBF0','Ventus 2CxT','OY-XXB','CM','Y','Y'
'F','DDEBF8','ASH-31 Mi','G-PBWS','4J','N','Y'
'F','DDEBF9','Ventus 2ax','D-6029','AC','Y','Y'
'F','DDEBFA','Glasfluegel 304S','G-OTJT','J3T','Y','Y'
'F','DDEBFF','Asw20','D-3374','ED','N','Y'
'F','DDEC0C','DG-300','OE-5458','LJ','Y','Y'
'F','DDEC0E','Ventus ct','D-XXHP','HP','Y','Y'
'F','DDEC10','Arcus T','HB-2504','W1','N','Y'
'F','DDEC11','Arcus M','D-KNJK','WT','Y','Y'
'F','DDEC13','ASH26','D-KOLG','','N','Y'
'F','DDEC1C','ASW27','OK-9178','3W','Y','Y'
'F','DDEC1E','asg29Es','D-KKAM','2A','Y','Y'
'F','DDEC1F','LS-8','D-2209','X9','Y','Y'
'F','DDEC22','ASW-20','LV-EPN','N1','N','Y'
'F','DDEC23','Arcus T','G-CIAI','A1','Y','Y'
'F','DDEC28','LS-8','OE-5664','iS','Y','Y'
'F','DDEC2A','LibelleStd.','D-9252','SL','Y','Y'
'F','DDEC2F','Mini Nimbus','HB-1395','','Y','Y'
'F','DDEC3A','DG-400','HB-2303','NO','Y','Y'
'F','DDEC3B','Ventus CM','D-KBDV','MI','Y','Y'
'F','DDEC44','Discus CS','G-CHYU','A6','Y','Y'
'F','DDEC47','LS-1','D-6521','ISV','Y','Y'
'F','DDEC49','Ventus 2ct','D-KKAR','U','Y','Y'
'F','DDEC4D','DG-400','D-KHWM','IWM','N','Y'
'F','DDEC52','ASW28-18e','D-KEBI','BI','Y','Y'
'F','DDEC56','ASW20','D-7952','FD','Y','Y'
'F','DDEC57','Discus','EC-GXS','GV','Y','Y'
'F','DDEC58','Kestrel','D-0281','81','N','Y'
'F','DDEC5A','Ventus 2cxT','OY-MXO','MO','Y','Y'
'F','DDEC5C','Ventus 2cxM','D-KASG','SG','Y','Y'
'F','DDEC5D','Arcus M','D-KJHB','JHB','Y','Y'
'F','DDEC5F','Antares 23 E','D-KULS','LS','Y','Y'
'F','DDEC64','ASG29','SE-UJJ','JJ','Y','Y'
'F','DDEC65','ASH-30','D-KAME','ME','Y','Y'
'F','DDEC67','ASG-29E','D-KGCB','CB','Y','Y'
'F','DDEC69','Antares 18S','HB-3456','QE','Y','Y'
'F','DDEC75','LS-4','LV-EPB','RG','Y','Y'
'F','DDEC76','PA-25','LN-EIC','','N','Y'
'F','DDEC81','ASH31MI','DKBGJ','HC','Y','Y'
'F','DDEC83','ASW-28 18','D-KCPH','PH','Y','Y'
'F','DDEC85','Ventus 2cxM','HB-2494','XA','Y','Y'
'F','DDEC89','ASW-27','G-CKHD','T4','Y','Y'
'F','DDEC8F','Taurus','OY-9453','KM','Y','Y'
'F','DDEC95','LS-6 18','G-GBPP','949','Y','Y'
'F','DDECA3','DG-800 B','HB2292','FN','Y','Y'
'F','DDECA5','HPH 304S Shark','D-KKFP','FP','Y','Y'
'F','DDECA9','EB 28','D-KCTP','1P','N','Y'
'F','DDECAE','Ventus 2','D-2630','EX','Y','Y'
'F','DDECAF','DG-808 B','D-KLCB','MA','N','Y'
'F','DDECC2','LS-6 18','HB-3161','6w','N','Y'
'F','DDECC3','Nimbus 4DM','Oyjxg','JG','Y','Y'
'F','DDECC6','JS-1 Revelation','ZS-GBL','XS','N','Y'
'F','DDECC7','Ventus 2cxT','D-KPER','9Z','N','Y'
'F','DDECCF','ASG29ES','G-DLOE','R5','Y','Y'
'F','DDECD2','LS-3','D-4880','80','Y','Y'
'F','DDECD5','ASH 25 MI','D-KRAS','AS','Y','Y'
'F','DDECDD','LS-1 f','D-8982','LX','N','Y'
'F','DDECDF','Ventus 2b','D-5466','TP','Y','Y'
'F','DDECE2','ASH-26 E','GLIVS','261','Y','Y'
'F','DDECE3','JS1-C','ZS-GBI','DY','Y','Y'
'F','DDECE4','ASG-29E','G-CLOG','OG','Y','Y'
'F','DDECED','LS-6 18','HB-3085','ZQ','Y','Y'
'F','DDECEF','Discus t','D-KFFB','OXX','Y','Y'
'F','DDECF2','LS4b','D-4296','ZG','Y','Y'
'F','DDECF9','Janus B','ZS-GVK','S8','Y','Y'
'F','DDED03','LS-8 18','D-0442','ZM','Y','Y'
'F','DDED05','LS7-WL','D-1492','HC','Y','Y'
'F','DDED06','LS-4','G-CJKP','C12','Y','Y'
'F','DDED0A','Discus 2ax','D-5611','JLA','Y','Y'
'F','DDED0E','LS8','D-2435','ZK','Y','Y'
'F','DDED11','LS-4','D-7696','RH','Y','Y'
'F','DDED17','LS8','D-5664','ZL','Y','Y'
'F','DDED19','Ventus 2C','F-CIJC','CR','Y','Y'
'F','DDED1C','ASW-24','D-3481','81','Y','Y'
'F','DDED1F','ASH-26 E','SE-UVH','VH','Y','Y'
'F','DDED20','ASH-25','OY-LJX','25','Y','Y'
'F','DDED22','ASH 30','D-KMAS','30','Y','Y'
'F','DDED31','JS-1 Revelation','ZS-GEI','EJ','N','Y'
'F','DDED33','ASH-26 E','G-KEAM','AM','Y','Y'
'F','DDED34','ASW28','OE-0999','TT','Y','Y'
'F','DDED35','ASH-25','HB-3278','AK','Y','Y'
'F','DDED39','Ventus Cm','OK-2131','JK','Y','Y'
'F','DDED3C','Discus 2t','D-KHYU','YU','Y','Y'
'F','DDED43','Ventus 2cxT','ZK-GCH','CH','Y','Y'
'F','DDED44','JS-1 Revelation','ZS-GBR','ZB','N','Y'
'F','DDED46','DuoDiscus xlt','D-KXPT','PT','Y','Y'
'F','DDED4C','ASG-29E','G-CKRD','B3','N','Y'
'F','DDED4D','Ventus-2bx','D-2035','LB','Y','Y'
'F','DDED50','ASW-27','ZK-GUZ','UZ','N','Y'
'F','DDED51','Taurus','LN-YFC','FC','Y','Y'
'F','DDED53','ASH-26 E','DKASW','B1','Y','Y'
'F','DDED56','JS-MD-1C','D-KAPU','APU','Y','Y'
'F','DDED5B','Nimbus 2B','D-3783','AF','Y','Y'
'F','DDED5D','Cirrus','D-1140','HG','Y','Y'
'F','DDED60','JS 1C TJ','ZS-GBP','G1','Y','Y'
'F','DDED61','ASH-26 E','HB-2508','','Y','Y'
'F','DDED62','Ventus 2cM','HB-2350','HP','N','Y'
'F','DDED63','Arcus M','ZK-GBF','BF','Y','Y'
'F','DDED68','ASH31MI','D-KPLZ','LZ','Y','Y'
'F','DDED6D','Ventus 2cxM','D-KGET','ET','N','Y'
'F','DDED6E','ASG-29E','SP-3787','PES','N','Y'
'F','DDED72','Ventus 2cm','D-KTMS','','Y','Y'
'F','DDED86','ASW-27','ZS-GUM','2T','N','Y'
'F','DDED90','LS4 neo','D-6761','WB','Y','Y'
'F','DDED92','LS7 WL','D8208','KWI','Y','Y'
'F','DDED93','LS4-b','G-DHNX','585','Y','Y'
'F','DDED97','Glasfluegel 304','D-5430','BS','Y','Y'
'F','DDED99','LS1F','G-LSIF','1F','Y','Y'
'F','DDED9A','ASW-22 E','KBKS','KS','N','Y'
'F','DDED9E','LAK-19 T','G-CJCH','FA','N','Y'
'F','DDEDA0','DG-800','HB-2025','','N','Y'
'F','DDEDA5','DG-505','F-CHJP','MC','Y','Y'
'F','DDEDAD','Discus','ZK-GYF','YF','Y','Y'
'F','DDEDB1','Discus T','D-KBGV','GV','Y','Y'
'F','DDEDB2','DG-100','D-3771','SM','Y','Y'
'F','DDEDB3','Duo Discus','D-0558','HO','Y','Y'
'F','DDEDB8','Junior','D-1975','CB','Y','Y'
'F','DDEDB9','Ventus 2cxT','D-KPER','RP','N','Y'
'F','DDEDBB','Discus','D-8516','JE','N','Y'
'F','DDEDBD','Ventus 2CX','D-5298','LA','N','Y'
'F','DDEDBF','Arcus M','G-ILEW','','Y','Y'
'F','DDEDC0','Ventus','HB-1810','RE','Y','Y'
'F','DDEDC1','DG808C','D-KXMP','MP','Y','Y'
'F','DDEDC3','Glasfluegel H301','D-1090','SE','N','Y'
'F','DDEDCA','Pipestrel Taurus','N226PT','','Y','Y'
'F','DDEDCD','JS1C','ZS-GOL','ZO','Y','Y'
'F','DDEDCF','ASG29E','F-CTOP','TOP','Y','Y'
'F','DDEDD1','ASH31','D-KWBB','31','Y','Y'
'F','DDEDD3','ASW 20 WL','D-8775','51','Y','Y'
'F','DDEDD6','ASW-20','D-3493','MT','N','Y'
'F','DDEDD9','LS-10','D-KIMT','AA','N','Y'
'F','DDEDDB','Ventus 2cM','D-KCBR','','Y','Y'
'F','DDEDDC','Discus 2c','PH-1328','2M','Y','Y'
'F','DDEDDD','Ventus 2','D-KFIM','LO','Y','Y'
'F','DDEDE7','LS 7 neo','D-6414','AVA','N','Y'
'F','DDEDE9','Ventus 2ct','G-KGMM','MM','N','Y'
'F','DDEDF2','ASH-26 E','D-KKUR','PP','Y','Y'
'F','DDEDFA','LS-9','HB-2468','BD','N','Y'
'F','DDEE02','DG 400','D-KOLL','PD','Y','Y'
'F','DDEE03','ASK23b','D-4080','ZZ','Y','Y'
'F','DDEE04','DG-1000','D-KSRF','RF','Y','Y'
'F','DDEE07','LS-4','D-1560','B9','Y','Y'
'F','DDEE0B','LS-4','D-5004','GL','Y','Y'
'F','DDEE10','LS-4','D-1494','G4','Y','Y'
'F','DDEE16','ASW-24','D-4330','FH','Y','Y'
'F','DDEE18','JS-3','ZS-GEZ','IG','Y','Y'
'F','DDEE1D','ASW-22 E','D-KCHM','HM','N','Y'
'F','DDEE1E','Taurus','F-JALZ','LZ','N','Y'
'F','DDEE20','ASG-32 MI','D-KPSA','EL','Y','Y'
'F','DDEE23','LS-3','OK-2255','R9','Y','Y'
'F','DDEE2E','ASW22ble','DKHGG','XXL','Y','Y'
'F','DDEE35','Ventus 2cxT','D-KKRG','RB','Y','Y'
'F','DDEE3A','DG-808 C','OK-1977','MS','Y','Y'
'F','DDEE3E','ASH-31 Mi','D-KJTS','','Y','Y'
'F','DDEE40','HPH 304S Shark','D-KPJG','JG','Y','Y'
'F','DDEE46','Std. Cirrus','OK-0109','BJ','Y','Y'
'F','DDEE49','EB 28','D-KKRR','GO','Y','Y'
'F','DDEE4D','Duo Discus xl','D-2222','U22','Y','Y'
'F','DDEE57','LS-8 18','SE-UVF','UVF','Y','Y'
'F','DDEE59','ASW-28','G-CIHM','777','Y','Y'
'F','DDEE5D','Duo Discus t','G-ODDZ','DD2','Y','Y'
'F','DDEE5E','LS8-18','G-FLUZ','618','Y','Y'
'F','DDEE5F','LS-6 18','G-CLPB','LPB','Y','Y'
'F','DDEE61','DG-300','G-CFZW','FZW','Y','Y'
'F','DDEE64','G103 Twin Astir','D-2723','','Y','Y'
'F','DDEE69','Discus 2','D-2479','I','Y','Y'
'F','DDEE6A','G102 Club IIIb','D-8989','','Y','Y'
'F','DDEE6F','DG-600','SEUPI','PI','Y','Y'
'F','DDEE71','DuoDiscus','OK-9841','777','Y','Y'
'F','DDEE76','LS-8 18','D-xx31','8V','Y','Y'
'F','DDEE77','JS-3','G-CLYR','RZ','Y','Y'
'F','DDEE78','ASH_25','F-CGKU','LL','Y','Y'
'F','DDEE7A','Ventus 2a','HB-3325','XI','Y','Y'
'F','DDEE80','Ventus 2CXa','VH UCR','CR','Y','Y'
'F','DDEE82','ASH31MI','D KERM','IT','Y','Y'
'F','DDEE83','Duo Discus','HB-3369','4V','Y','Y'
'F','DDEE84','EB 29','D-KHHB','HB','Y','Y'
'F','DDEE8B','DG808B','D-KIYL','PZ','Y','Y'
'F','DDEE8C','HPH 304S Shark','G-CLON','28','Y','Y'
'F','DDEE8E','HPH 304S Shark','D-KTLD','LD','Y','Y'
'F','DDEE96','Duo Discus xlt','G-RAPL','D66','Y','Y'
'F','DDEE9C','Jaguar','F-KIKI','JO','Y','Y'
'F','DDEEA5','DG-808 C','HB-2441','ML','Y','Y'
'F','DDEEA7','ASG-29E','D-KCTC','TC','Y','Y'
'F','DDEEA8','ASH-25 MI','SP0064','64','Y','Y'
'F','DDEEAA','Taurus','D-MFTP','TP','Y','Y'
'F','DDEEAD','Arcus M','D-KAWM','M','Y','Y'
'F','DDEEB0','Discus-2c FES','D-KFES','FES','Y','Y'
'F','DDEEBD','Jonker JS-1C','ZS-GEW','FJ','Y','Y'
'F','DDEEC0','Glasfluegel 304S','GCLRH','V','Y','Y'
'F','DDEEC5','Lak17b FES','D-KXBE','BX','Y','Y'
'F','DDEEC9','Kestrel 17m','D-1169','RP','Y','Y'
'F','DDEED7','Ventus 2cxT','G-KJJR','JR','Y','Y'
'F','DDEEE8','Discus b','OO-YCE','ICE','Y','Y'
'F','DDEEEC','Duo Discus','G-CHNW','220','Y','Y'
'F','DDEEEF','DG-808 C','HB-2434','AXA','Y','Y'
'F','DDEEF0','DuoDiscus XL','D-6357','MA','Y','Y'
'F','DDEEF6','Duo Discus XLT','D-KFDT','D3','Y','Y'
'F','DDEEF8','LXNAV','LXNAV','LXNAV','N','Y'
'F','DDEEFB','Ventus','D-2924','2C','N','Y'
'F','DDEF00','Ventus 2ct','OY-XZC','ZC','Y','Y'
'F','DDEF01','Arcus T','D-KBBE','BE','Y','Y'
'F','DDEF02','LS-8','D-4477','CK','Y','Y'
'F','DDEF04','LS-4','D-2819','B4','Y','Y'
'F','DDEF07','DG-200','OK-7420','XJ','Y','Y'
'F','DDEF09','LS-4','D-2144','B5','Y','Y'
'F','DDEF0A','Ventus 2','ZK-GBH','BH','Y','Y'
'F','DDEF0B','Duo Discus xT','D-KWKS','KW','Y','Y'
'F','DDEF11','Discus 2b','D-2325','CK','Y','Y'
'F','DDEF1C','EB 29','D-KVEB','ZW','Y','Y'
'F','DDEF20','Arcus M','D-KISI','FI','Y','Y'
'F','DDEF23','ASG-32Mi','D-KETS','TS','Y','Y'
'F','DDEF24','Ventus 2cxM','D-KMWL','WL','Y','Y'
'F','DDEF27','Arcus','D-KHAB','AB','Y','Y'
'F','DDEF2B','JS-1','ZS-GIY','MM','Y','Y'
'F','DDEF32','Ventus','OY-XYH','Y6','Y','Y'
'F','DDEF33','ASH-26 E','D-KFSS','SS','Y','Y'
'F','DDEF34','Antares 18T','D-KUBI','BI','Y','Y'
'F','DDEF3A','Antares 23 E','D-KRLM','ML','N','Y'
'F','DDEF3C','ASH25E','PH-953','FP','Y','Y'
'F','DDEF41','ASG29(E)','OK-2274','ET','Y','Y'
'F','DDEF43','Ventus 2cM','D-KFTT','TI','Y','Y'
'F','DDEF44','DG-505','HB-3448','9V','Y','Y'
'F','DDEF45','ASW-24','D-2442','OG','Y','Y'
'F','DDEF47','Discus bt','D-KCFL','FL','Y','Y'
'F','DDEF4F','ASK21','D-','','Y','Y'
'F','DDEF58','Grob Speed Astir','D-8721','JF','Y','Y'
'F','DDEF5D','Discus 2','HB-3424','1V','Y','Y'
'F','DDEF5F','DG-800S','D-6623','MIG','Y','Y'
'F','DDEF60','Glider','SP 4317','7G','Y','Y'
'F','DDEF62','Kestrel','D-0521','WZ','Y','Y'
'F','DDEF64','Discus 2 FES','D-KEUL','UL','Y','Y'
'F','DDEF66','SZD-55','SP-3693','TK','Y','Y'
'F','DDEF6C','DISCUS BW','OY-XUF','UF','Y','Y'
'F','DDEF6F','LS-8 18','GCJMU','302','Y','Y'
'F','DDEF7C','ASH-31 Mi','OK-0130','LH','Y','Y'
'F','DDEF7D','Standard Cirrus','OK-4902','BW','Y','Y'
'F','DDEF81','ASH25Mi','D-KRLD','LN','Y','Y'
'F','DDEF8B','ASW20FL','F-CFLX','LX','Y','Y'
'F','DDEF94','LAK-17 B','GEEKI','JL','Y','Y'
'F','DDEF9B','Duo-Discus xlt','D-KKPG','KPG','Y','Y'
'F','DDEF9E','LS8t','G-KKSX','K4','Y','Y'
'F','DDEFA3','HPH 304S Shark','G-JSRK','J2T','Y','Y'
'F','DDEFA8','Ventus cT','D-KHCS','IHB','Y','Y'
'F','DDEFAA','HpH','H17','H17','Y','Y'
'F','DDEFB1','ASH-31 Mi','D-KMXM','XM','N','Y'
'F','DDEFB2','ASG29E','D-KLOE','CT','Y','Y'
'F','DDEFB4','DuoDiscus xlt','D-KPIM','IM','Y','Y'
'F','DDEFC1','ASW-15','D-4425','CP','Y','Y'
'F','DDEFC3','Ventus 2cxM','D-KIIC','iC','Y','Y'
'F','DDEFC8','JS1C','OK-0107','56','Y','Y'
'F','DDEFCB','Glider','N-923KP','','Y','Y'
'F','DDEFCE','ASG-32 MI','D-KJHM','HM','Y','Y'
'F','DDEFCF','ASW 28-18','D-2228','BD','Y','Y'
'F','DDEFD3','Ventus 2CXT','D-KEUB','B1','N','Y'
'F','DDEFD4','Discus 2cT','D-KAEY','EY','Y','Y'
'F','DDEFD6','ARCUS T','D-KROW','WO','Y','Y'
'F','DDEFD8','ASW-20','D-3491','H4','Y','Y'
'F','DDEFDA','Duo Discus','F-CMBE','A3','Y','Y'
'F','DDEFDB','LS-8','G-RIEV','L58','Y','Y'
'F','DDEFDC','Diana2_FES','F-CTBM','BM','Y','Y'
'F','DDEFE9','Ventus-2cxt','D-KNHS','HS','Y','Y'
'F','DDEFED','JS-1 Revelation','ZS-GCY','CY','Y','Y'
'F','DDEFEE','DG-100G','D-1501','HW','Y','Y'
'F','DDEFEF','Discus 2T','D-KBDW','FUN','Y','Y'
'F','DDEFF4','DG-1000 T','D-KWUN','UN','Y','Y'
'F','DDEFF7','ASK-21','D-2189','','Y','Y'
'F','DDEFF9','Silent 2','74XY','XY','Y','Y'
'F','DDEFFA','Duo Discus','D-2410','BW4','Y','Y'
'F','DDEFFE','DG-300','SP-3925','DG','Y','Y'
'F','DDEFFF','Discus 2','HB-3426','2V','Y','Y'
'F','DDF001','Pegase 90','9A-GSX','3C','Y','Y'
'F','DDF002','ASH-25','HB-2172','KW','Y','Y'
'F','DDF006','LS 4 WL','D-6199','W3','Y','Y'
'F','DDF008','LS-4','HB-1564','7V','Y','Y'
'F','DDF009','Duo Discus','F-CBPB','3V','Y','Y'
'F','DDF00A','LS-4','HB-1641','8V','Y','Y'
'F','DDF00B','SZD-55','HB-3118','HL','Y','Y'
'F','DDF011','Ventus 2cxM','D-KHBH','BH','N','Y'
'F','DDF014','ASH-31 Mi','D-KKCW','CW','Y','Y'
'F','DDF016','DG-500 Elan Trainer','F-CILG','LG','Y','Y'
'F','DDF01D','Duo Discus','D-1043','YD','Y','Y'
'F','DDF023','ASH25','F-CHIU','IU','Y','Y'
'F','DDF027','Discus','D-1048','A3','Y','Y'
'F','DDF028','ASH-26e','HB-2316','MF','Y','Y'
'F','DDF02E','ASW-20','OK-2649','JK','Y','Y'
'F','DDF030','Duo Discus','F-CHTJ','TJ','Y','Y'
'F','DDF037','JANUS C','D-3534','4V','Y','Y'
'F','DDF038','ASW-20','LV-ENU','CR','Y','Y'
'F','DDF03B','Discus CS','D-1931','','Y','Y'
'F','DDF03E','Duo Discus','OK-8310','PD','Y','Y'
'F','DDF041','ASW-19','OE-5228','28','Y','Y'
'F','DDF043','GLIDER','LV-EQC','R','Y','Y'
'F','DDF047','Janus','EC-GXB','XB','Y','Y'
'F','DDF04A','Duo Discus','D-2376','HW','Y','Y'
'F','DDF04B','Std. Cirrus','D-2948','L6','Y','Y'
'F','DDF052','ASH-25','EC-OGX','BB','Y','Y'
'F','DDF055','DG-800','D-KMTO','','N','Y'
'F','DDF059','ASW 27','D-4717','ZW','Y','Y'
'F','DDF05B','DISCUS 2 C','OY-PUX','PU','Y','Y'
'F','DDF05D','JS1 Révélation','D-KJEB','EB','Y','Y'
'F','DDF05F','Duo Discus x','D9004','PK','Y','Y'
'F','DDF061','Glider','HC-3470','NM','Y','Y'
'F','DDF062','LS8-18','D-1787','BP','Y','Y'
'F','DDF066','Duo Discus t','OK-2016','ZS','N','Y'
'F','DDF06A','DG200','DDTM','DTM','Y','Y'
'F','DDF06F','LS-4 neo','D-7097','097','Y','Y'
'F','DDF073','Antares 18T','D-KKLA','LA','Y','Y'
'F','DDF076','LS-4','D-0567','CE','Y','Y'
'F','DDF078','LS4','D-9018','PM','Y','Y'
'F','DDF07A','Ventus ct','D-KFAD','JR','Y','Y'
'F','DDF07B','DG-1000 T','PH 1355','RET','Y','Y'
